Date,Close,"('Date', '')","('Open', 'AAPL')","('High', 'AAPL')","('Low', 'AAPL')","('Close', 'AAPL')","('Volume', 'AAPL')","('Date', '')","('Open', 'AAPL')","('High', 'AAPL')","('Low', 'AAPL')","('Close', 'AAPL')","('Volume', 'AAPL')"
2025-02-07,227.08221435546875,,,,,,,,,,,,
2025-02-10,227.3518524169922,,,,,,,,,,,,
2025-02-11,232.3153533935547,,,,,,,,,,,,
2025-02-12,236.55978393554688,,,,,,,,,,,,
2025-02-13,241.21368408203125,,,,,,,,,,,,
2025-02-14,244.2796630859375,,,,,,,,,,,,
2025-02-18,244.14984130859375,,,,,,,,,,,,
2025-02-19,244.54930114746094,,,,,,,,,,,,
2025-02-20,245.508056640625,,,,,,,,,,,,
2025-02-21,245.22842407226562,,,,,,,,,,,,
2025-02-24,246.77639770507812,,,,,,,,,,,,
2025-02-25,246.71646118164062,,,,,,,,,,,,
2025-02-26,240.0452117919922,,,,,,,,,,,,
2025-02-27,236.98922729492188,,,,,,,,,,,,
2025-02-28,241.5232696533203,,,,,,,,,,,,
2025-03-03,237.71826171875,,,,,,,,,,,,
2025-03-04,235.6210174560547,,,,,,,,,,,,
2025-03-05,235.4312744140625,,,,,,,,,,,,
2025-03-06,235.0218048095703,,,,,,,,,,,,
2025-03-07,238.7569122314453,,,,,,,,,,,,
2025-03-10,227.1820831298828,,,,,,,,,,,,
2025-03-11,220.55078125,,,,,,,,,,,,
2025-03-12,216.69583129882812,,,,,,,,,,,,
2025-03-13,209.4053955078125,,,,,,,,,,,,
2025-03-14,213.21041870117188,,,,,,,,,,,,
2025-03-17,213.71974182128906,,,,,,,,,,,,
2025-03-18,212.4114532470703,,,,,,,,,,,,
2025-03-19,214.95811462402344,,,,,,,,,,,,
2025-03-20,213.81961059570312,,,,,,,,,,,,
2025-03-21,217.98414611816406,,,,,,,,,,,,
2025-03-24,220.44091796875,,,,,,,,,,,,
2025-03-25,223.45697021484375,,,,,,,,,,,,
2025-03-26,221.2398681640625,,,,,,,,,,,,
2025-03-27,223.5568389892578,,,,,,,,,,,,
2025-03-28,217.6146240234375,,,,,,,,,,,,
2025-03-31,221.83909606933594,,,,,,,,,,,,
2025-04-01,222.897705078125,,,,,,,,,,,,
2025-04-02,223.59678649902344,,,,,,,,,,,,
2025-04-03,202.9239044189453,,,,,,,,,,,,
2025-04-04,188.13330078125,,,,,,,,,,,,
2025-04-07,181.2223663330078,,,,,,,,,,,,
2025-04-08,172.19419860839844,,,,,,,,,,,,
2025-04-09,198.58958435058594,,,,,,,,,,,,
2025-04-10,190.17062377929688,,,,,,,,,,,,
2025-04-11,197.89048767089844,,,,,,,,,,,,
2025-04-14,202.25477600097656,,,,,,,,,,,,
2025-04-15,201.87527465820312,,,,,,,,,,,,
2025-04-16,194.0155792236328,,,,,,,,,,,,
2025-04-17,196.72203063964844,,,,,,,,,,,,
2025-04-21,192.9070281982422,,,,,,,,,,,,
2025-04-22,199.47842407226562,,,,,,,,,,,,
2025-04-23,204.33206176757812,,,,,,,,,,,,
2025-04-24,208.09710693359375,,,,,,,,,,,,
2025-04-25,209.00592041015625,,,,,,,,,,,,
2025-04-28,209.8647918701172,,,,,,,,,,,,
2025-04-29,210.9333953857422,,,,,,,,,,,,
2025-04-30,212.22171020507812,,,,,,,,,,,,
2025-05-01,213.04063415527344,,,,,,,,,,,,
2025-05-02,205.08106994628906,,,,,,,,,,,,
2025-05-05,198.62953186035156,,,,,,,,,,,,
2025-05-06,198.25001525878906,,,,,,,,,,,,
2025-05-07,195.99298095703125,,,,,,,,,,,,
2025-05-08,197.2313690185547,,,,,,,,,,,,
2025-05-09,198.27000427246094,,,,,,,,,,,,
2025-05-12,210.7899932861328,,,,,,,,,,,,
2025-05-13,212.92999267578125,,,,,,,,,,,,
2025-05-14,212.3300018310547,,,,,,,,,,,,
2025-05-15,211.4499969482422,,,,,,,,,,,,
2025-05-16,211.25999450683594,,,,,,,,,,,,
2025-05-19,208.77999877929688,,,,,,,,,,,,
2025-05-20,206.86000061035156,,,,,,,,,,,,
2025-05-21,202.08999633789062,,,,,,,,,,,,
2025-05-22,201.36000061035156,,,,,,,,,,,,
2025-05-23,195.27000427246094,,,,,,,,,,,,
2025-05-27,200.2100067138672,,,,,,,,,,,,
2025-05-28,200.4199981689453,,,,,,,,,,,,
2025-05-29,199.9499969482422,,,,,,,,,,,,
2025-05-30,200.85000610351562,,,,,,,,,,,,
2025-06-02,201.6999969482422,,,,,,,,,,,,
2025-06-03,203.27000427246094,,,,,,,,,,,,
2025-06-04,202.82000732421875,,,,,,,,,,,,
2025-06-05,200.6300048828125,,,,,,,,,,,,
2025-06-06,203.9199981689453,,,,,,,,,,,,
2025-06-09,201.4499969482422,,,,,,,,,,,,
2025-06-10,202.6699981689453,,,,,,,,,,,,
2025-06-11,198.77999877929688,,,,,,,,,,,,
2025-06-12,199.1999969482422,,,,,,,,,,,,
2025-06-13,196.4499969482422,,,,,,,,,,,,
